Date,Adj_Close_AAPL,Volume_AAPL,VWAP_AAPL,Adj_Close_AMZN,Volume_AMZN,VWAP_AMZN,Adj_Close_GOOG,Volume_GOOG,VWAP_GOOG,Adj_Close_MSFT,Volume_MSFT,VWAP_MSFT,Adj_Close_QQQ,Volume_QQQ,VWAP_QQQ,Adj_Close_SPY,Volume_SPY,VWAP_SPY,Adj_Close_TSLA,Volume_TSLA,VWAP_TSLA,Adj_Close_VIX,log_Adj_Close_AAPL,log_Adj_Close_AMZN,log_Adj_Close_GOOG,log_Adj_Close_MSFT,log_Adj_Close_QQQ,log_Adj_Close_SPY,log_Adj_Close_TSLA,log_Adj_Close_VIX,log_VWAP_AAPL,log_VWAP_AMZN,log_VWAP_GOOG,log_VWAP_MSFT,log_VWAP_QQQ,log_VWAP_SPY,log_VWAP_TSLA,AAPL_daily_pct_change,AMZN_daily_pct_change,GOOG_daily_pct_change,MSFT_daily_pct_change,QQQ_daily_pct_change,SPY_daily_pct_change,TSLA_daily_pct_change,VIX_daily_pct_change,AAPL_daily_VWAP_pct_change,AMZN_daily_VWAP_pct_change,GOOG_daily_VWAP_pct_change,MSFT_daily_VWAP_pct_change,QQQ_daily_VWAP_pct_change,SPY_daily_VWAP_pct_change,TSLA_daily_VWAP_pct_change,log_AAPL_daily_pct_change,log_AMZN_daily_pct_change,log_GOOG_daily_pct_change,log_MSFT_daily_pct_change,log_QQQ_daily_pct_change,log_SPY_daily_pct_change,log_VIX_daily_pct_change,log_TSLA_daily_pct_change,log_AAPL_daily_VWAP_pct_change,log_AMZN_daily_VWAP_pct_change,log_GOOG_daily_VWAP_pct_change,log_MSFT_daily_VWAP_pct_change,log_QQQ_daily_VWAP_pct_change,log_SPY_daily_VWAP_pct_change,log_TSLA_daily_VWAP_pct_change
2011-01-18,10.430767059326172,1880998000,12.040594736735025,191.25,3896200,190.36666870117188,318.6207275390625,7261115,316.62819417317706,22.5972843170166,53322700,28.513333002726238,51.41672134399414,65805600,56.960000356038414,104.74723052978516,114401300,129.39666748046875,5.127999782562256,8108500,5.068666458129883,15.869999885559082,2.344759809868042,5.253581472706645,5.764001453548904,3.1178297360942255,3.9399634375332395,4.651550119596268,1.6347156772163118,2.76443052732717,2.4882838353994856,5.248952047690005,5.757728196461012,3.3503718025358284,4.042349273354395,4.862882628106644,1.623077756995799,-2.2468880411602554,1.324503311258285,2.475242131303146,1.272084992923972,0.2807187698043556,0.17015772604138668,-0.42719053199563595,2.6520041811154638,-2.879780342007654,1.5090392072578895,2.2170584670806237,1.123065117208366,0.2346325240221825,0.37752215075177453,-2.450608903419549,,0.28103752973311746,0.906338222065084,0.2406572810221407,-1.270401930003914,-1.7710294718290343,0.9753156489119147,,,0.4114731617264351,0.7961813024472938,0.11606165912275926,-1.4497347163011698,-0.9741260345263697,
2011-01-19,10.375344276428224,1135612800,12.194286028544107,186.8699951171875,3882400,188.02666727701822,314.6954345703125,6837734,316.2097676595052,22.44747734069824,50005900,28.47333335876465,50.83203506469727,67767200,56.69666544596354,103.72013092041016,151958400,128.56666564941406,4.806000232696533,11857500,4.8833333651224775,17.309999465942383,2.3394322488364,5.230413161804702,5.751605296721128,3.1111782399768897,3.928526767342339,4.641696222918126,1.569865185732198,2.8512843383355686,2.5009674837091396,5.236583799988765,5.756405815062036,3.3489679776383734,4.037715398527469,4.856447568633815,1.585828053304689,-0.5313394746783606,-2.2901986315359446,-1.2319640969587486,-0.6629423881946428,-1.1371520081670194,-0.9805506113910512,-6.279242658330075,9.073721428905813,1.276442693816282,-1.2292075288804272,-0.13215074379732128,-0.14028399962139337,-0.4623154993484091,-0.641439881888739,-3.6564468097943337,,,,,,,2.205382480848304,,0.2440770634807679,,,,,,
2011-01-20,10.186721801757812,764789200,11.91785717010498,181.9600067138672,5709900,183.27000427246094,312.2147521972656,11012724,312.85068766276044,22.352861404418945,58613600,28.343332926432293,50.47221755981445,92357800,56.046666463216155,103.58265686035156,175745700,127.86999766031902,4.52400016784668,11399500,4.62933333714803,17.989999771118164,2.3210850880917877,5.203786919599292,5.7436912593585205,3.1069543399081687,3.921423037564339,4.64036991098877,1.5093965953552615,2.8898160352397158,2.4780378778684278,5.210960498642171,5.745726040500964,3.344391832373445,4.026184673409022,4.851014104525736,1.532412870073912,-1.817987621856021,-2.6274889129425105,-0.7882803817710338,-0.42149919495741983,-0.7078557929558693,-0.13254327664133925,-5.867666483478928,3.9283669910775476,-2.2668720234384265,-2.5297810536360377,-1.0622948246057362,-0.456569066552015,-1.1464501088990553,-0.541872954063205,-5.201365726709439,,,,,,,1.3682238156283495,,,,,,,,
2011-01-21,10.00422477722168,754401200,11.764642715454102,177.4199981689453,6806200,179.1699981689453,304.77264404296875,17875552,309.65932210286456,22.092670440673828,58080300,28.156667073567707,50.08540344238281,59673300,55.94000116984049,103.81715393066406,151462900,128.58999633789062,4.607999801635742,6085000,4.622666517893474,18.46999931335449,2.3030074814976285,5.178519792771988,5.7195660692694785,3.0952458992461147,3.9137296171851794,4.64263121652558,1.5277938803457902,2.9161477570348886,2.465098653291005,5.188335065592157,5.7354727322203205,3.3377841675226168,4.024279708686229,4.856629019803388,1.5309717069712532,-1.7915186856741427,-2.4950584619734872,-2.383650388689751,-1.1640163603111708,-0.7663901768794501,0.22638642164647393,1.856755761992912,2.6681464610518457,-1.2855872701277637,-2.23713974351214,-1.020092231133607,-0.6585882237247653,-0.19031514290982487,0.5630708459730016,-0.14401251258057135,,,,,,-1.485511909511429,0.9813840219933961,0.6188307508304822,,,,,,-0.5743498222174566,
2011-01-24,10.332782745361328,574683200,11.92404810587565,176.85000610351562,5600300,176.49666849772134,304.3990478515625,9232878,302.9976298014323,22.37651252746582,52047800,28.309999465942383,50.77806091308594,64103300,56.1966667175293,104.40755462646484,113715500,128.87000020345053,4.8979997634887695,8225500,4.835333188374837,17.649999618530273,2.3353216316904946,5.175301950163876,5.718339498031136,3.108011860869096,3.9274643895113095,4.648302035152972,1.5888269102426678,2.87073576176629,2.4785572101816933,5.173302000828191,5.713724983041256,3.34321508025918,4.028857444064683,4.858804145879026,1.5759500382941025,3.284192183363688,-0.321267090132038,-0.12258193073049206,1.2847794364841514,1.3829527628742122,0.5686928156353632,6.293402220852595,-4.4396303481794135,1.3549530935788923,-1.4920632352204422,-2.1512971920862545,0.544568687671898,0.4588229215611417,0.21774933784439732,4.600519411429982,1.1891207109995954,,,0.2505870588551203,0.32422089654920744,-0.5644148577096804,,1.839501818099389,0.30376683644752184,,,-0.6077611964073759,-0.7790909351641875,-1.5244107041524386,1.5261692126488278
2011-01-25,10.453729629516602,546868000,12.112023989359537,176.6999969482422,4651000,175.90999857584634,308.79754638671875,7320938,306.7037353515625,22.43170547485352,42436600,28.34000078837077,50.85000991821289,55305100,56.37666575113932,104.4641571044922,167552200,128.85333251953125,4.935999870300293,6357500,4.905999978383382,17.59000015258789,2.346958817082414,5.174453362054808,5.73268587248019,3.110475381078641,3.9288803175429843,4.64884401835351,1.5965552603268085,2.8673305674241623,2.49419867732057,5.1699724925148915,5.725882250216443,3.344274262080839,4.032055345078368,4.858674800322562,1.5904589414301382,1.1705160858972885,-0.08482281600015185,1.4449777573880995,0.24665571688149424,0.14169309310589906,0.054213009997083894,0.775829086289237,-0.33994032430114673,1.5764435182986203,-0.3323971646992163,1.223146713246237,0.10597429528205193,0.32030197540857674,-0.012933719168906066,1.461466816360102,0.15744475061158553,,0.3680939286349212,-1.3997617734583112,-1.9540918765511202,-2.914834362494205,,-0.2538230326847014,0.45517137208468056,,0.20142681128144602,-2.2445587116164365,-1.1384910550161498,,0.37944060011817193
2011-01-26,10.528748512268066,506875600,12.2732146581014,175.38999938964844,3762200,175.97000122070312,307.0989074707031,4091479,307.8909505208333,22.691904067993164,74628800,28.75666681925456,51.11988067626953,60547700,56.753334045410156,104.8685073852539,141281500,129.6499989827474,4.949999809265137,5399500,4.915333271026611,16.639999389648438,2.354109469345569,5.167012062290079,5.727169869871914,3.122008211885896,3.9341734758777744,4.652707254744679,1.5993875380483025,2.8118093987132804,2.5074192177338595,5.170313532900666,5.729745663530144,3.358869629726552,4.038714404334674,4.864838504138529,1.5923595582233578,0.717627922379438,-0.7413681840512276,-0.5500817399268998,1.15995902955901,0.5307191846976922,0.3870708307704529,0.2836292409382102,-5.400800197262567,1.3308318154213516,0.03410985466576477,0.3870885915067124,1.470240011619084,0.6681280087289077,0.6182738526342657,0.19024241101412986,-0.3318040582093857,,,0.14838468514884953,-0.6335222400038765,-0.949147577452784,,-1.2600873833691162,0.2858041718657105,-3.3781689433122057,-0.9491016935282292,0.38542566067328615,-0.4032754939704485,-0.4808237924364147,-1.6594561725806034
2011-01-27,10.50915241241455,285026000,12.27059523264567,184.4499969482422,14594400,182.25333150227866,307.2433776855469,4053537,307.1387634277344,22.76285743713379,146938600,28.93999989827474,51.4347038269043,53656100,57.149998982747405,105.12732696533205,123302700,129.89000447591147,4.984000205993652,4478500,4.968666712443034,16.149999618530273,2.3522465358151696,5.217378407497508,5.727640194708727,3.1251301478248377,3.9403131163648846,4.6551722532712665,1.6062328228161409,2.781920026048249,2.507205768764255,5.205397650569587,5.727299643602754,3.3652247176882977,4.045679372441124,4.866687972878438,1.6031515370044007,-0.1861199346786746,5.165629505742775,0.047043545688141286,0.3126814256222188,0.6158526711524726,0.24680391333053997,0.6868767280531207,-2.9447102709810657,-0.021342619099395943,3.57068263794289,-0.24430308582520377,0.6375324378603775,0.6989279907676726,0.18511800620684138,1.0850422235008317,,1.6420269742819762,-3.0566816022089838,-1.1625704162754953,-0.4847475142613975,-1.399161130794037,,-0.37560043800849585,,1.272756792622322,,-0.4501501203258084,-0.35820755955474687,-1.6867617858689634,0.08161890190419717
2011-01-28,10.291444778442385,592057200,12.071785608927408,171.13999938964844,19908200,170.58333333333334,299.37286376953125,8493918,302.38490804036456,21.879783630371094,141249400,28.043333689371746,50.13040542602539,123359900,56.140000661214195,103.29148864746094,295637300,128.52666982014975,4.802000045776367,5242000,4.8426666259765625,20.040000915527344,2.331312946058208,5.1424819314235215,5.701689832505587,3.085563088582174,3.9146277187357343,4.637554978224308,1.5690325073318325,2.99773032190166,2.4908709619413316,5.139223935873289,5.711700735786041,3.3337509455906216,4.027848582711687,4.856136430038846,1.5774655247884108,-2.071600310173316,-7.216046505182982,-2.5616545343642327,-3.8794505883172126,-2.535833403976284,-1.7462998164849308,-3.6516884569630537,24.08669590638095,-1.6202117334074617,-6.403174127326938,-1.547787499798381,-3.098362861281312,-1.7672761846209473,-1.049607058882318,-2.5358933041519927,,,,,,,3.181659650988412,,,,,,,,
2011-01-31,10.39004135131836,377246800,12.067381223042808,169.63999938964844,6718100,169.49666849772134,299.0590515136719,5630827,298.94282023111975,21.864017486572266,65029000,27.683333079020183,50.37326049804688,70571300,55.84999974568685,104.06788635253906,149249200,128.40333048502603,4.820000171661377,4151500,4.781333287556966,19.530000686645508,2.3408477850183615,5.133678541008467,5.700641050592024,3.084842248413787,3.919460488614495,4.645043439580342,1.5727739636769018,2.971951780047087,2.4905060457895742,5.132833271746645,5.700252318417402,3.3208305382046865,4.022669520961706,4.855176329276368,1.5647194380607468,0.9580440355906772,-0.876475403382948,-0.10482321340286038,-0.07205804255278059,0.48444665459539404,0.7516570002471523,0.37484643301579634,-2.544911205501388,-0.03648495779565719,-0.6370287262991714,-1.1383133607929086,-1.2837297246439783,-0.5165673532449677,-0.09596400132074745,-1.2665199394605975,-0.042861535897879346,,,,-0.7247479577474847,-0.2854751757777738,,-0.9812388488425232,,,,,,,
2011-02-01,10.5648832321167,426633200,12.28166675567627,172.11000061035156,5085900,171.57333374023438,304.3791198730469,5511180,303.44594319661456,22.069011688232425,62810700,27.886666615804035,51.31776809692383,76952900,56.86333338419596,105.73388671875,167194300,130.36333719889322,4.7820000648498535,3539000,4.812000115712483,17.6299991607666,2.3575355986753475,5.148133810828177,5.718274029262447,3.094174438488087,3.9380370488742824,4.6609254348627775,1.5648588825973737,2.869601948807203,2.5081076427982083,5.1450107771941935,5.715203483257302,3.3281486755220375,4.04065072891879,4.870325453510462,1.5711128221590829,1.6827833007243553,1.4560252473414304,1.7789357427731245,0.9375870733091762,1.8750177962245873,1.6008784502139495,-0.78838393066748,-9.728630102804425,1.7757418007502856,1.225195315588734,1.5063492617127805,0.734498032456754,1.8143843207221622,1.526445386162134,0.6413865403469332,0.5204491491791403,0.37571028983118093,0.576015288173645,-0.06444564725402917,0.6286181506971118,0.470552509966867,,,0.5742182515404993,0.2031002725842034,0.409689015977828,-0.30856796212365944,0.5957461929366656,0.4229417553907298,-0.4441229767469254
2011-02-02,10.54313850402832,258955200,12.299047470092773,173.52999877929688,4547500,173.1999969482422,304.8573303222656,3534599,304.50365193684894,22.02959632873535,45824000,27.976666768391922,51.23681640625,48661000,56.98999913533529,105.5316925048828,118323600,130.55333455403647,4.788000106811523,2847500,4.7860000928243,17.299999237060547,2.355475269568972,5.156350488067876,5.719843897733965,3.092386836939396,3.9364583440727556,4.659011310694091,1.5661128100038977,2.8507064574031857,2.5095218179237553,5.154446978508486,5.718683080302497,3.331370833062701,4.04287579867469,4.871781837170806,1.5656950088811459,-0.2058208085279789,0.8250526778859957,0.15711013601005241,-0.1786004740669478,-0.15774593026129935,-0.19122934013107162,0.1254713902196114,-1.8718090721208225,0.14151755427227464,0.948086262909964,0.348565787069699,0.32273542703336044,0.22275470606605285,0.14574447020589965,-0.5403163396294763,,-0.1923080427028821,-1.8508082163234805,,,,,-2.0756775127761813,-1.9553315111321543,-0.053309786236111815,-1.053928294517285,-1.1309224027663143,-1.5016840857340659,-1.9259003947395554,
2011-02-03,10.516192436218262,393797600,12.217023531595865,173.7100067138672,3678900,173.4433339436849,303.9357604980469,3001408,303.484130859375,21.80093765258789,60340100,27.71999994913737,51.32677459716797,45341900,56.86666742960611,105.76620483398438,145886700,130.4433339436849,4.72599983215332,2560000,4.712000052134196,16.690000534057617,2.3529162060743247,5.157387280763691,5.716816364925079,3.081952980456672,3.938212537994909,4.6612310433875646,1.553079143249125,2.814809769672402,2.502830350555442,5.155850940527815,5.715329322013506,3.3221541724868313,4.040709359805755,4.870938909807037,1.5501124574134189,-0.2555791883011249,0.10373303511588272,-0.3022954452971627,-1.0379612623641177,0.17557334203730512,0.2222198123949637,-1.294909633982677,-3.5260042190994656,-0.6669129353014003,0.1404948035394149,-0.33481407234005056,-0.9174317347359406,-0.21640938340128368,-0.084257220029893,-1.5461771678829006,,-2.2659346501970314,,,-1.7396984200270318,-1.5040882410577365,,,,-1.962584776376908,,,,,
2011-02-04,10.609893798828123,321840400,12.341785748799643,175.92999267578125,4347800,175.62333170572916,304.3492126464844,3113226,303.6999918619792,21.895551681518555,40412200,27.706666946411133,51.6146125793457,47647800,57.233333587646484,106.06544494628906,134634800,130.85999552408853,4.691999912261963,2720000,4.690000057220459,15.93000030517578,2.361786943040275,5.170086147019517,5.718175767936372,3.0862834966255197,3.9438048219191364,4.664056308749589,1.5458589120917325,2.7682041430792563,2.512990720227831,5.168341540858433,5.716040345255454,3.3216730682195106,4.047136483678765,4.874128015237775,1.5454325946587122,0.8910198551250303,1.277983924996784,0.13603274183990877,0.4339906403953764,0.5607949933281287,0.28292601854664756,-0.7194227909201212,-4.553626150766032,1.0212161487707316,1.256893368269818,0.07112760788938743,-0.048098855522016315,0.644782215336015,0.3194196037518582,-0.4668929259407095,-0.11538856766867125,0.24528377762645837,-1.994859673398574,-0.8347323110235507,-0.5783998710331915,-1.2625698340777711,,,0.020994219784181617,0.22864309567554042,-2.6432797209247063,,-0.43884266984501463,-1.141249668278636,
